stem,image_path,label_path,num_boxes,avg_confidence,IoU,Precision,Recall,F1,TP,FP,FN,num_pred_boxes,num_gt_boxes
rgb_16377,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_16377.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_16377.txt,1,0.6435225605964661,0.946798737320105,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_16423,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_16423.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_16423.txt,1,0.5437524318695068,0.9659958233298743,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_16424,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_16424.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_16424.txt,1,0.6483005881309509,0.9739899058583819,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_16425,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_16425.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_16425.txt,1,0.5644786953926086,0.977212492929165,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_16426,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_16426.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_16426.txt,1,0.6231165528297424,0.9891085318133777,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_16428,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_16428.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_16428.txt,1,0.610237181186676,0.9880208163137547,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_16431,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_16431.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_16431.txt,1,0.6636210680007935,0.9819662839406217,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_16432,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_16432.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_16432.txt,1,0.5805158019065857,0.971955882141315,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_16433,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_16433.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_16433.txt,1,0.6009266972541809,0.9759304298286813,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_16434,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_16434.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_16434.txt,1,0.6783391237258911,0.968328847198209,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_16435,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_16435.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_16435.txt,1,0.557019829750061,0.9692016336362562,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_16436,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_16436.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_16436.txt,1,0.5555781722068787,0.9850192073286691,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_16860,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_16860.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_16860.txt,1,0.4931066334247589,0.9382878096273434,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_16861,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_16861.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_16861.txt,1,0.40741288661956787,0.9693762968999097,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_16862,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_16862.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_16862.txt,1,0.383953332901001,0.9655726825196446,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_17063,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_17063.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_17063.txt,1,0.5729309320449829,0.9801040781326968,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_17064,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_17064.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_17064.txt,1,0.606539249420166,0.9645323257199895,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_17065,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_17065.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_17065.txt,1,0.5890482068061829,0.9580737587629338,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_17066,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_17066.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_17066.txt,1,0.552347719669342,0.9414354555118709,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_17068,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_17068.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_17068.txt,1,0.5759661793708801,0.9760098537375744,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_17069,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_17069.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_17069.txt,1,0.6322672963142395,0.9487480511342533,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_17070,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_17070.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_17070.txt,1,0.6261493563652039,0.9403310682059085,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_17311,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_17311.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_17311.txt,1,0.6359124183654785,0.9379559341521988,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_17312,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_17312.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_17312.txt,1,0.6610696911811829,0.9640071147446657,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_17313,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_17313.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_17313.txt,1,0.5717024803161621,0.9534252440652488,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_17314,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_17314.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_17314.txt,1,0.4416908621788025,0.9655487355795604,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_17316,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_17316.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_17316.txt,1,0.583731472492218,0.9619572223413168,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_17317,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_17317.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_17317.txt,1,0.5326918959617615,0.9688572228721548,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_17319,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_17319.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_17319.txt,1,0.5240542888641357,0.975296621712121,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_17320,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_17320.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_17320.txt,1,0.7065826654434204,0.9562522561771951,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_17321,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_17321.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_17321.txt,1,0.6828142404556274,0.9562747995047578,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_17322,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_17322.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_17322.txt,1,0.7038065195083618,0.9711591772850576,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_17323,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_17323.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_17323.txt,1,0.7021740674972534,0.9543833160607245,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_17325,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_17325.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_17325.txt,1,0.6455860137939453,0.9610540767194188,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_17645,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_17645.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_17645.txt,1,0.4928339123725891,0.927302462313332,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_17646,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_17646.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_17646.txt,1,0.5771178603172302,0.9331085528151039,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_17647,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_17647.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_17647.txt,1,0.6301964521408081,0.9690693531179669,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_17653,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_17653.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_17653.txt,1,0.5242975950241089,0.9639677173990859,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_17654,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_17654.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_17654.txt,1,0.5826924443244934,0.964826239184411,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_17655,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_17655.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_17655.txt,1,0.5991614460945129,0.9872035749779194,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_17796,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_17796.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_17796.txt,2,0.3892505168914795,0.7852890596155337,0.5,1.0,0.6666666666666666,1.0,1.0,0.0,2,1
rgb_17803,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_17803.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_17803.txt,1,0.4401942789554596,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1
rgb_17804,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_17804.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_17804.txt,1,0.44474148750305176,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1
rgb_17975,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_17975.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_17975.txt,1,0.4127471148967743,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1
rgb_17976,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_17976.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_17976.txt,2,0.3782494068145752,0.9163587983045318,0.5,1.0,0.6666666666666666,1.0,1.0,0.0,2,1
rgb_17977,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_17977.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_17977.txt,2,0.3701162338256836,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2,1
rgb_17978,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_17978.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_17978.txt,2,0.40509068965911865,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2,1
rgb_17984,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_17984.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_17984.txt,2,0.3652881681919098,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2,1
rgb_17985,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_17985.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_17985.txt,1,0.41644448041915894,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1
rgb_17986,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_17986.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_17986.txt,2,0.37776505947113037,0.9578163465061242,0.5,1.0,0.6666666666666666,1.0,1.0,0.0,2,1
rgb_18071,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_18071.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_18071.txt,1,0.5446620583534241,0.9128415758387255,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_18072,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_18072.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_18072.txt,1,0.4933367967605591,0.9688396316737432,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_18073,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_18073.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_18073.txt,1,0.4996439516544342,0.9073067347853234,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_18074,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_18074.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_18074.txt,1,0.4510064423084259,0.9825692787327029,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_18079,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_18079.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_18079.txt,1,0.5418952107429504,0.958284594264522,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_18080,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_18080.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_18080.txt,1,0.5521000623703003,0.968527471817037,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_18081,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_18081.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_18081.txt,1,0.5392058491706848,0.9724198165020635,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_18082,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_18082.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_18082.txt,1,0.5422766804695129,0.964900876359352,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_18083,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_18083.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_18083.txt,1,0.5073521733283997,0.9719522531430469,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_18169,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_18169.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_18169.txt,1,0.5636883974075317,0.9184303829970868,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_18170,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_18170.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_18170.txt,1,0.5727006196975708,0.9662056044942539,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_18172,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_18172.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_18172.txt,1,0.558681309223175,0.9949174786431144,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_18177,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_18177.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_18177.txt,1,0.3911561965942383,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1
rgb_18178,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_18178.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_18178.txt,1,0.4562686085700989,0.9630883352589793,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_18179,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_18179.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_18179.txt,1,0.5729150176048279,0.9676579158974374,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_18180,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_18180.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_18180.txt,1,0.6058440804481506,0.9508365719243429,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_18241,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_18241.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_18241.txt,1,0.5226173400878906,0.9534283448909239,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_18242,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_18242.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_18242.txt,1,0.5151332020759583,0.9645868958019254,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_18244,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_18244.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_18244.txt,1,0.41402363777160645,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1
rgb_18249,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_18249.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_18249.txt,1,0.4483770728111267,0.9876128628192494,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_18250,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_18250.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_18250.txt,1,0.46941423416137695,0.9469276870812076,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_18251,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_18251.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_18251.txt,1,0.5359535217285156,0.9699053269472593,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_18252,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_18252.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_18252.txt,1,0.46335455775260925,0.9598129776882904,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_18273,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_18273.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_18273.txt,1,0.5610576868057251,0.9639480643782723,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_18274,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_18274.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_18274.txt,1,0.5357761979103088,0.9895112044977054,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_18276,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_18276.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_18276.txt,1,0.5689356327056885,0.9630555179959599,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_18277,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_18277.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_18277.txt,1,0.5723145604133606,0.9552447849828581,1.0,1.0,1.0,1.0,0.0,0.0,1,1
